,file,0_act,1_act,2_act,3_act,4_act,0_y,1_y,2_y,3_y,4_y,0_x,1_x,2_x,3_x,4_x
18,487-e-22.png,8.550134658813477,9.35629940032959,9.176392555236816,8.054277420043945,8.517844200134277,335.0,333.0,377.0,377.0,359.0,335.0,309.0,344.0,296.0,271.0
19,491-k-20.png,3.2993874549865723,4.313083171844482,5.350696563720703,4.084387302398682,8.159979820251465,377.0,375.0,415.0,410.0,382.0,331.0,314.0,331.0,288.0,275.0
20,526573-k.png,6.252258777618408,6.891456127166748,7.53663969039917,6.166634559631348,6.516695499420166,347.0,340.0,382.0,368.0,338.0,309.0,284.0,305.0,258.0,219.0
21,554-k-21.png,6.172908306121826,7.019690990447998,7.13928747177124,5.787697792053223,6.224915027618408,382.0,373.0,417.0,396.0,366.0,387.0,365.0,382.0,339.0,309.0
22,565-k-22.png,7.678604602813721,8.41801929473877,7.41485595703125,7.853102684020996,8.261967658996582,338.0,335.0,375.0,370.0,330.0,296.0,271.0,301.0,254.0,241.0
23,583-e-21.png,7.514318466186523,7.872050762176514,8.304346084594727,7.085273265838623,8.461214065551758,319.0,312.0,359.0,342.0,316.0,318.0,296.0,322.0,275.0,236.0
24,586-e-23.png,6.698407173156738,6.907946586608887,7.742392539978027,5.895763397216797,7.4517669677734375,321.0,316.0,356.0,340.0,316.0,327.0,301.0,327.0,275.0,241.0
25,591-e-25.png,7.2282609939575195,8.330801963806152,8.188961029052734,6.91697883605957,6.81736421585083,309.0,305.0,352.0,338.0,323.0,335.0,309.0,339.0,292.0,249.0
26,592-e-24.png,7.897575378417969,8.428210258483887,8.094552040100098,6.781112194061279,7.60567045211792,309.0,300.0,347.0,330.0,314.0,301.0,275.0,296.0,254.0,202.0
27,600970-k.png,6.920709133148193,6.829040050506592,6.087892532348633,5.975584506988525,7.964255332946777,326.0,319.0,363.0,349.0,309.0,292.0,266.0,292.0,241.0,198.0
28,602-e-22.png,8.160477638244629,8.213086128234863,7.118238925933838,7.167803764343262,7.191177845001221,295.0,286.0,333.0,316.0,281.0,314.0,292.0,318.0,266.0,232.0
29,604-e-26.png,7.880410671234131,9.334311485290527,7.967568397521973,8.035420417785645,7.533956527709961,347.0,345.0,384.0,382.0,347.0,344.0,318.0,348.0,296.0,271.0
30,606374-e.png,7.494164943695068,8.22414493560791,7.392184257507324,7.382844924926758,7.2318925857543945,354.0,347.0,394.0,380.0,349.0,309.0,288.0,309.0,262.0,223.0
31,608-e-24.png,7.203347682952881,7.333793640136719,7.472540378570557,6.854272842407227,7.622473239898682,366.0,363.0,405.0,396.0,384.0,314.0,292.0,327.0,275.0,228.0
32,610-e-20.png,7.041252136230469,7.831521511077881,6.606741905212402,7.031550407409668,7.298335075378418,330.0,330.0,373.0,373.0,356.0,348.0,322.0,365.0,309.0,275.0
33,612-e-22.png,7.955315589904785,8.330758094787598,7.91626501083374,7.8396315574646,7.467551231384277,330.0,328.0,380.0,366.0,328.0,301.0,275.0,314.0,258.0,236.0
34,614-e-22.png,8.550134658813477,9.35629940032959,9.176392555236816,8.054277420043945,8.517844200134277,335.0,333.0,377.0,377.0,359.0,335.0,309.0,344.0,296.0,271.0
35,615130.png,8.238480567932129,9.287598609924316,7.614736557006836,5.146969795227051,7.816028118133545,333.0,333.0,375.0,363.0,361.0,339.0,314.0,348.0,296.0,275.0
36,623-e-28.png,7.261361598968506,7.501983165740967,7.370708465576172,6.219804763793945,7.468809604644775,305.0,295.0,347.0,321.0,295.0,279.0,254.0,275.0,228.0,185.0
37,625-k-36.png,7.186716556549072,7.938595771789551,7.6164679527282715,7.463825702667236,10.074755668640137,342.0,333.0,377.0,361.0,321.0,305.0,279.0,305.0,258.0,249.0
38,653-e-24.png,6.590412616729736,7.909326553344727,7.390136241912842,6.925609111785889,7.347054958343506,295.0,288.0,323.0,312.0,267.0,352.0,331.0,352.0,305.0,275.0
39,658-e-22.png,5.3072028160095215,6.3244452476501465,5.7534050941467285,5.906065940856934,7.034203052520752,347.0,338.0,384.0,366.0,335.0,305.0,284.0,301.0,254.0,219.0
40,660-e-27.png,6.759731292724609,6.863198280334473,7.141233921051025,6.480617046356201,7.799232006072998,326.0,319.0,359.0,345.0,300.0,339.0,318.0,339.0,292.0,275.0
41,665-e-30.png,7.669627666473389,8.69946002960205,8.493508338928223,8.06824779510498,8.32774829864502,326.0,321.0,356.0,349.0,298.0,296.0,271.0,305.0,254.0,211.0
42,685-e-45.png,7.331742763519287,7.8653693199157715,7.931684494018555,7.64155912399292,8.175591468811035,326.0,321.0,361.0,354.0,309.0,322.0,296.0,327.0,275.0,262.0
43,690-e-21.png,8.014887809753418,8.92210865020752,7.456820964813232,7.828298568725586,7.715270042419434,321.0,319.0,366.0,359.0,330.0,309.0,284.0,322.0,271.0,249.0
44,759-18-k.png,5.928833961486816,5.16602897644043,7.077548980712891,5.084878444671631,8.242805480957031,338.0,330.0,380.0,363.0,328.0,284.0,258.0,279.0,236.0,189.0
45,767-k-20.png,5.5141119956970215,5.012078762054443,4.645517349243164,4.737548351287842,1.6052974462509155,333.0,328.0,368.0,359.0,333.0,305.0,284.0,309.0,262.0,245.0
46,770-k-23.png,6.971141815185547,7.840818881988525,7.852919578552246,7.181947708129883,8.232893943786621,338.0,328.0,382.0,361.0,316.0,284.0,262.0,284.0,236.0,223.0
47,775-k-37.png,6.774660587310791,7.069239616394043,7.597204208374023,6.9666361808776855,7.217611312866211,307.0,302.0,349.0,335.0,281.0,314.0,288.0,314.0,262.0,223.0
48,781-k-20.png,6.981640338897705,8.50367259979248,6.8141608238220215,7.472884178161621,7.6537628173828125,340.0,335.0,377.0,368.0,328.0,288.0,262.0,292.0,241.0,228.0
49,782-e-19.png,7.743644714355469,7.618285179138184,7.772827625274658,7.600241661071777,6.619478225708008,347.0,347.0,391.0,382.0,347.0,271.0,245.0,275.0,223.0,180.0
50,792-k-24.png,8.054849624633789,8.765007019042969,7.492744445800781,7.294772148132324,8.164741516113281,338.0,335.0,373.0,363.0,328.0,305.0,284.0,305.0,262.0,254.0
51,800-e-23.png,6.416370868682861,6.4370503425598145,7.207974433898926,6.618932723999023,7.641098976135254,326.0,319.0,366.0,352.0,321.0,266.0,241.0,266.0,215.0,172.0
52,805-k-19.png,6.3225297927856445,6.419300079345703,7.138235569000244,6.043704032897949,6.860298156738281,326.0,316.0,370.0,354.0,323.0,279.0,254.0,275.0,228.0,193.0
53,830-k-24.png,6.924466133117676,7.535064220428467,7.67805814743042,6.91701602935791,5.9545769691467285,345.0,338.0,387.0,373.0,328.0,292.0,266.0,288.0,241.0,223.0
54,831-k-24.png,7.275792598724365,7.9696431159973145,7.905498504638672,7.791697978973389,8.566988945007324,349.0,347.0,391.0,382.0,340.0,314.0,288.0,318.0,266.0,254.0
55,837-e-24.png,7.209524154663086,8.153240203857422,8.333422660827637,8.009664535522461,8.053322792053223,309.0,305.0,354.0,342.0,300.0,292.0,266.0,292.0,241.0,228.0
56,838-e-23.png,6.534865856170654,6.442708969116211,8.291030883789062,6.708782196044922,3.448352336883545,314.0,307.0,354.0,342.0,330.0,318.0,292.0,322.0,266.0,223.0
57,840-k-23.png,7.525987148284912,7.975998878479004,7.854386806488037,7.699088096618652,4.888369560241699,368.0,361.0,405.0,394.0,359.0,296.0,271.0,296.0,245.0,211.0
58,841-k-22.png,6.850314617156982,6.6028971672058105,4.946465969085693,5.9875993728637695,7.944430351257324,370.0,366.0,403.0,391.0,349.0,305.0,284.0,309.0,262.0,254.0
59,846-k-23.png,7.309498310089111,7.956742286682129,7.581821441650391,7.8640265464782715,8.685330390930176,338.0,328.0,375.0,359.0,319.0,292.0,266.0,288.0,245.0,228.0
60,851-e-34.png,6.688526153564453,7.8747687339782715,7.3502397537231445,7.158604145050049,5.446991920471191,328.0,326.0,370.0,361.0,314.0,322.0,296.0,331.0,275.0,262.0
61,855-k-22.png,6.975583076477051,8.058765411376953,8.058917045593262,6.9583258628845215,7.761471748352051,349.0,338.0,389.0,370.0,330.0,275.0,254.0,275.0,228.0,185.0
62,858-e-21.png,7.597488880157471,8.317659378051758,8.381975173950195,7.763656139373779,7.474915027618408,342.0,340.0,387.0,380.0,335.0,258.0,232.0,262.0,211.0,193.0
63,859-e-22.png,7.043470859527588,7.507687091827393,8.426467895507812,6.986125946044922,5.901772499084473,319.0,309.0,359.0,338.0,277.0,258.0,236.0,254.0,211.0,172.0
64,863-e-23.png,7.43908166885376,7.187168121337891,7.508882999420166,6.77677583694458,8.423809051513672,363.0,363.0,401.0,405.0,375.0,292.0,266.0,301.0,249.0,228.0
65,878-k-29.png,6.810503959655762,8.099270820617676,7.942534923553467,7.303571701049805,9.432701110839844,384.0,380.0,422.0,408.0,363.0,292.0,266.0,292.0,245.0,232.0
66,880-k-21.png,7.328529357910156,7.9466681480407715,8.151737213134766,7.207865238189697,6.508629322052002,340.0,340.0,377.0,375.0,340.0,275.0,249.0,279.0,228.0,206.0
67,886-k-23.png,6.90950345993042,8.051918983459473,8.11089038848877,8.078312873840332,6.890856742858887,363.0,359.0,403.0,391.0,347.0,279.0,258.0,288.0,236.0,223.0
68,892-k-26.png,7.507433891296387,8.276424407958984,8.947877883911133,7.751172065734863,5.628427028656006,321.0,309.0,356.0,335.0,300.0,301.0,279.0,301.0,254.0,245.0
69,son-1.png,7.672094345092773,8.240009307861328,7.930105209350586,8.21254825592041,8.090295791625977,380.0,375.0,417.0,408.0,377.0,322.0,296.0,327.0,279.0,236.0
70,son-10.png,7.228837490081787,7.671796798706055,8.10444450378418,7.895805835723877,7.741760730743408,373.0,370.0,412.0,401.0,359.0,335.0,314.0,344.0,296.0,279.0
71,son-12.png,7.316007137298584,7.85080099105835,8.218642234802246,7.314140319824219,8.15292739868164,359.0,354.0,398.0,387.0,387.0,331.0,309.0,339.0,292.0,275.0
72,son-13.png,7.0321550369262695,8.249496459960938,6.988382816314697,7.094414234161377,7.460860252380371,314.0,307.0,354.0,340.0,321.0,301.0,279.0,301.0,258.0,223.0
73,son-14.png,7.855769157409668,8.69683837890625,8.638514518737793,8.556619644165039,7.588357925415039,333.0,326.0,377.0,361.0,309.0,339.0,314.0,348.0,296.0,284.0
74,son-15.png,6.8737969398498535,7.781106948852539,8.325401306152344,7.932440757751465,8.135554313659668,366.0,359.0,408.0,389.0,356.0,322.0,296.0,322.0,275.0,228.0
75,son-16.png,6.9343767166137695,7.969691753387451,8.308186531066895,8.01486873626709,8.057565689086914,319.0,316.0,356.0,354.0,321.0,339.0,314.0,348.0,296.0,275.0
76,son-17.png,7.273212432861328,7.9709153175354,7.249749660491943,8.298943519592285,7.532154560089111,370.0,361.0,410.0,391.0,356.0,361.0,339.0,357.0,314.0,271.0
77,son-18.png,7.431355953216553,8.585014343261719,7.292730808258057,6.912719249725342,8.428159713745117,368.0,361.0,408.0,394.0,356.0,352.0,327.0,361.0,305.0,275.0
78,son-19.png,6.7597551345825195,7.9750895500183105,7.758902072906494,7.968759059906006,8.266451835632324,387.0,382.0,434.0,420.0,363.0,348.0,322.0,352.0,305.0,271.0
79,son-2.png,7.840626239776611,8.189535140991211,8.64449405670166,7.2500081062316895,6.757575035095215,349.0,345.0,391.0,382.0,359.0,344.0,322.0,361.0,305.0,262.0
80,son-21.png,7.582923889160156,8.18529987335205,8.780353546142578,8.487436294555664,7.528728485107422,352.0,345.0,389.0,380.0,328.0,344.0,318.0,352.0,301.0,262.0
81,son-22.png,7.30372428894043,7.301031589508057,6.45892333984375,7.155145645141602,5.772541046142578,293.0,284.0,333.0,314.0,253.0,305.0,279.0,301.0,254.0,219.0
82,son-23.png,6.678456783294678,8.011021614074707,7.632650852203369,7.947611331939697,8.562816619873047,340.0,333.0,382.0,368.0,307.0,335.0,309.0,339.0,292.0,258.0
83,son-25.png,7.403841972351074,8.265625,7.942765712738037,8.01436710357666,8.0880765914917,333.0,328.0,370.0,363.0,328.0,344.0,318.0,357.0,305.0,275.0
84,son-26.png,6.139334201812744,6.400745391845703,6.10728645324707,5.664450168609619,7.3118367195129395,352.0,342.0,389.0,373.0,375.0,335.0,305.0,331.0,292.0,262.0
85,son-27.png,6.796149253845215,7.370116233825684,7.949585914611816,8.124781608581543,7.470128059387207,335.0,328.0,375.0,363.0,314.0,327.0,301.0,331.0,284.0,271.0
86,son-28.png,6.294379711151123,7.092620372772217,8.164920806884766,8.088822364807129,7.1612701416015625,363.0,356.0,403.0,391.0,338.0,339.0,309.0,344.0,292.0,275.0
87,son-29.png,8.062272071838379,8.740745544433594,9.294200897216797,8.13149642944336,9.054165840148926,312.0,305.0,347.0,333.0,288.0,339.0,314.0,339.0,292.0,279.0
88,son-3.png,7.7989044189453125,8.26372241973877,8.460918426513672,8.312958717346191,8.76263427734375,333.0,328.0,375.0,363.0,330.0,331.0,305.0,335.0,284.0,245.0
89,son-30.png,7.147968292236328,8.233620643615723,6.215152740478516,6.771031379699707,6.569981098175049,377.0,370.0,422.0,410.0,389.0,352.0,327.0,348.0,305.0,284.0
90,son-31.png,6.9368510246276855,7.394349098205566,7.8695807456970215,7.708365440368652,8.374261856079102,330.0,321.0,370.0,356.0,316.0,331.0,309.0,331.0,288.0,258.0
91,son-32.png,6.554068088531494,8.00599193572998,8.031106948852539,8.250356674194336,8.566339492797852,363.0,361.0,401.0,401.0,373.0,344.0,318.0,357.0,301.0,258.0
92,son-33.png,7.693699836730957,7.842830657958984,7.538705348968506,8.091198921203613,8.571404457092285,326.0,323.0,373.0,361.0,326.0,348.0,327.0,357.0,305.0,262.0
93,son-34.png,7.128104209899902,7.38465690612793,7.440708160400391,6.836209297180176,8.042826652526855,340.0,333.0,377.0,363.0,338.0,335.0,309.0,335.0,288.0,249.0
94,son-35.png,7.503401756286621,8.490119934082031,8.010954856872559,8.029733657836914,7.4644036293029785,391.0,387.0,431.0,422.0,403.0,327.0,305.0,331.0,284.0,236.0
95,son-4.png,6.874765872955322,7.673664569854736,7.817922592163086,8.565284729003906,8.277044296264648,356.0,352.0,401.0,389.0,342.0,327.0,305.0,339.0,288.0,271.0
96,son-5.png,7.423127174377441,8.189665794372559,6.893505573272705,7.0833210945129395,8.11806869506836,401.0,398.0,438.0,431.0,408.0,357.0,335.0,365.0,318.0,284.0
97,son-6.png,7.581778526306152,8.535964012145996,7.876068115234375,7.840263843536377,8.172464370727539,377.0,373.0,417.0,403.0,366.0,339.0,314.0,339.0,296.0,284.0
98,son-8.png,7.632809638977051,8.359635353088379,8.332995414733887,8.004359245300293,8.590460777282715,335.0,330.0,377.0,368.0,333.0,327.0,301.0,331.0,279.0,241.0
99,son-9.png,6.479424953460693,7.143936634063721,7.0977067947387695,6.633286476135254,7.290377616882324,373.0,366.0,420.0,401.0,347.0,361.0,339.0,370.0,318.0,279.0
